compound_id	compound_name	category
CPD-16765	cirsimaritin	Organic-aromatic-compounds
CPD-16766	parthenolide	Terpenoids
CPD-16766	parthenolide	NSAID
CPD-16766	parthenolide	Polyisoprenoids
CPD-16767	3&beta;-hydroxyparthenolide	Terpenoids
CPD-16767	3&beta;-hydroxyparthenolide	Polyisoprenoids
CPD-16768	mycosamine	Carbohydrates
CPD-16769	4-aminoacetophenone	Aryl-Amines
CPD-16770	elematrien-12-oate	Others
CPD-16771	3&beta;-hydroxycostunolide	Terpenoids
CPD-16771	3&beta;-hydroxycostunolide	Polyisoprenoids
CPD-16772	parthenolide-glutathione	Terpenoids
CPD-16772	parthenolide-glutathione	Polyisoprenoids
CPD-16772	parthenolide-glutathione	All-Glutathiones
CPD-16773	parthenolide-cysteine	Amino-Acids
CPD-16773	parthenolide-cysteine	Terpenoids
CPD-16773	parthenolide-cysteine	Polyisoprenoids
CPD-16773	parthenolide-cysteine	Organic-Acids
CPD-16773	parthenolide-cysteine	S-Substituted-L-Cysteines
CPD-16774	&beta;-elemene	Others
CPD-16775	diuron	Chloroaromatic-Compounds
CPD-16775	diuron	Chlorides
CPD-16775	diuron	Toxins
CPD-16775	diuron	Phenylurea-Herbicides
CPD-16776	quercetagetin 3',6-dimethyl ether	Ethers
CPD-16776	quercetagetin 3',6-dimethyl ether	Organic-aromatic-compounds
CPD-16776	quercetagetin 3',6-dimethyl ether	Organic-Heteropolycyclic-Compounds
CPD-16777	gossypetin 3',8-dimethyl ether	Organic-Heteropolycyclic-Compounds
CPD-16777	gossypetin 3',8-dimethyl ether	Organic-aromatic-compounds
CPD-16781	dihydrochelerythrine	ALKALOID
CPD-16782	chelerythrine	ALKALOID
CPD-16783	(S)-nandinine	ALKALOID
CPD-16785	pppGp(2'-5')A	Nucleotides
CPD-16787	prochloraz	Others
CPD-16788	2-keto-4-hydroxy-5-phosphopentanoate	Organophosphorus-Compounds
CPD-16790	L-2-amino-5-phosphono-3-cis-pentenoate	Organic-Acids
CPD-16790	L-2-amino-5-phosphono-3-cis-pentenoate	Amino-Acids
CPD-16790	L-2-amino-5-phosphono-3-cis-pentenoate	Organophosphorus-Compounds
CPD-16791	rhizocticin A	Organophosphorus-Compounds
CPD-16792	rhizocticin B	Organophosphorus-Compounds
CPD-16793	2-keto-5-phospho-3-cis-pentenoate	Organophosphorus-Compounds
CPD-16794	2-amino-4-hydroxy-5-phosphonopentanoate	Organophosphorus-Compounds
CPD-16795	L-arginyl-4-hydroxy-5-phosphonopentanoate	Organophosphorus-Compounds
CPD-16796	L-valyl-L-arginyl-4-hydroxy-5-phosphonopentanoate	Organophosphorus-Compounds
CPD-16797	2-amino-5-phosphopentanoate	Organophosphorus-Compounds
CPD-16799	dephospho-tetrahydromethanopterin	Organonitrogen-Heterocyclic-Compounds
CPD-16799	dephospho-tetrahydromethanopterin	Organonitrogen-Compounds
CPD-16799	dephospho-tetrahydromethanopterin	All-Folates
CPD-16799	dephospho-tetrahydromethanopterin	Organic-Heteropolycyclic-Compounds
CPD-16801	3,5,6-trichloropyridine-2-ol	Chloroaromatic-Compounds
CPD-16801	3,5,6-trichloropyridine-2-ol	Chlorides
CPD-16802	3,5,6-trichloro-2-pyridone	Chloroaromatic-Compounds
CPD-16802	3,5,6-trichloro-2-pyridone	Chlorides
CPD-16803	3,6-dihydroxypyridine-2,5-dione	Organonitrogen-Heterocyclic-Compounds
CPD-16803	3,6-dihydroxypyridine-2,5-dione	Organonitrogen-Compounds
CPD-16804	5-amino-2,4,5-trioxopentanoate	Others
CPD-16805	5&alpha;-cyprinol	Bile-Alcohols
CPD-16806	5'-deoxyinosine	Nucleosides
CPD-16807	6-chloro-3-hydroxypyridine-2,5-dione	Organonitrogen-Heterocyclic-Compounds
CPD-16807	6-chloro-3-hydroxypyridine-2,5-dione	Organonitrogen-Compounds
CPD-16808	(2Z,4S,5R)-2-amino-4,5,6-trihydroxyhex-2-enoate	Organic-Acids
CPD-16808	(2Z,4S,5R)-2-amino-4,5,6-trihydroxyhex-2-enoate	Enamines
CPD-16809	3,6-dichloropyridine-2,5-dione	Organonitrogen-Heterocyclic-Compounds
CPD-16809	3,6-dichloropyridine-2,5-dione	Organonitrogen-Compounds
CPD-16810	(4S,5R)-4,5,6-trihydroxy-2-iminohexanoate	Organic-Acids
CPD-16811	arginine hydroxamate	Others
CPD-16812	rhizocticin C	Organophosphorus-Compounds
CPD-16813	rhizocticin D	Organophosphorus-Compounds
CPD-16814	ethylimine	Others
CPD-16815	aminoethylene	Others
CPD-16816	mompain	POLYKETIDE
CPD-16817	indoxyl sulfate	Aryl-sulfates
CPD-16817	indoxyl sulfate	Indoles
CPD-16818	3-carboxy-4-methyl-5-propyl-2-furanpropanoate	Aryl-sulfates
CPD-16818	3-carboxy-4-methyl-5-propyl-2-furanpropanoate	Indoles
CPD-16819	4-methylphenyl sulfate	Aryl-sulfates
CPD-16821	phenyl sulfate	Aryl-sulfates
CPD-16822	N-(3-phenylpropanoyl)glycine	Others
CPD-16823	2-[(3-oxo-3-phenylpropyl)amino]acetate	Others
CPD-16824	N-(cinnamoyl)glycine	Others
CPD-16825	(S)-equol 4'-sulfate	Organic-Heteropolycyclic-Compounds
CPD-16825	(S)-equol 4'-sulfate	Organic-aromatic-compounds
CPD-16825	(S)-equol 4'-sulfate	Aryl-sulfates
CPD-16826	fusicocca-2,10(14)-diene-8&beta;-ol	Terpenoids
CPD-16826	fusicocca-2,10(14)-diene-8&beta;-ol	Polyisoprenoids
CPD-16827	fusicocca-2,10(14)-diene-8&beta;,16-diol	Terpenoids
CPD-16827	fusicocca-2,10(14)-diene-8&beta;,16-diol	Polyisoprenoids
CPD-16828	fusicocca-1,10(14)-diene-3,8&beta;,16-triol	Terpenoids
CPD-16828	fusicocca-1,10(14)-diene-3,8&beta;,16-triol	Polyisoprenoids
CPD-16829	fusicocca-1,10(14)-diene-16-(hydroxymethyl)-3,8&beta;-diol	Terpenoids
CPD-16829	fusicocca-1,10(14)-diene-16-(hydroxymethyl)-3,8&beta;-diol	Polyisoprenoids
CPD-16830	brassicicene C	Terpenoids
CPD-16830	brassicicene C	Polyisoprenoids
CPD-16831	brassicicene A	Terpenoids
CPD-16831	brassicicene A	Polyisoprenoids
CPD-16832	brassicicene B	Terpenoids
CPD-16832	brassicicene B	Polyisoprenoids
CPD-16833	brassicicene D	Terpenoids
CPD-16833	brassicicene D	Polyisoprenoids
CPD-16834	brassicicene E	Terpenoids
CPD-16834	brassicicene E	Polyisoprenoids
CPD-16835	brassicicene F	Terpenoids
CPD-16835	brassicicene F	Polyisoprenoids
CPD-16836	D-gulonate	Carbohydrates
CPD-16836	D-gulonate	Organic-Acids
CPD-16837	8&beta;-hydroxyfusicocca-1,10(14)-diene-16-al	Terpenoids
CPD-16837	8&beta;-hydroxyfusicocca-1,10(14)-diene-16-al	Polyisoprenoids
CPD-16838	fusicocca-1,10(14)-diene-8&beta;,16-diol	Terpenoids
CPD-16838	fusicocca-1,10(14)-diene-8&beta;,16-diol	Polyisoprenoids
CPD-16839	fusicoccin P	Terpenoids
CPD-16839	fusicoccin P	Polyisoprenoids
CPD-16840	fusicoccin H	Terpenoids
CPD-16840	fusicoccin H	Polyisoprenoids
CPD-16841	fusicoccin H aglycon	Terpenoids
CPD-16841	fusicoccin H aglycon	Polyisoprenoids
CPD-16842	fusicoccin P aglycon	Terpenoids
CPD-16842	fusicoccin P aglycon	Polyisoprenoids
CPD-16843	4-pregnen-20,21-diol-3-one	Others
CPD-16844	didemethylasterriquinone D	LONG-CHAIN-KETONE
CPD-16845	asterriquinone C1	LONG-CHAIN-KETONE
CPD-16846	terrequinone A	LONG-CHAIN-KETONE
CPD-16848	hydrodidemethylasterriquinone D	LONG-CHAIN-KETONE
CPD-16849	ochrindole D	LONG-CHAIN-KETONE
CPD-16849	ochrindole D	Indoles
CPD-16850	spirobrassinin	Phytoalexins
CPD-16851	(2Z)-2-hydroxypent-2-enedioyl-CoA	Thioesters
CPD-16852	(2Z)-2-hydroxypent-2-enedioate	Thioesters
CPD-16853	brassicicolin A	Others
CPD-16854	UDP-N-acetyl-3-dehydro-&alpha;-D-glucosamine	Carbohydrates
CPD-16855	2-O-(&alpha;-D-glucopyranosyl)glycerol	Others
CPD-16856	cyclobranol	Others
CPD-16857	24-methylcycloartenol	Others
CPD-16859	spheroiden-2-ol	Terpenoids
CPD-16859	spheroiden-2-ol	Polyisoprenoids
CPD-16860	2,2-dihydroxyspheroidene	Terpenoids
CPD-16860	2,2-dihydroxyspheroidene	Polyisoprenoids
CPD-16861	2-hydroxyspirilloxanthin	Terpenoids
CPD-16861	2-hydroxyspirilloxanthin	Polyisoprenoids
CPD-16862	2,2-dihydroxyspirilloxanthin	Terpenoids
CPD-16862	2,2-dihydroxyspirilloxanthin	Polyisoprenoids
CPD-16863	2'-hydroxy-2-oxospirilloxanthin	Terpenoids
CPD-16863	2'-hydroxy-2-oxospirilloxanthin	Polyisoprenoids
CPD-16864	2',2'-dihydroxy-2-oxospirilloxanthin	Terpenoids
CPD-16864	2',2'-dihydroxy-2-oxospirilloxanthin	Polyisoprenoids
CPD-16865	3-(4-sulfophenyl)butanoate	SULFONATES
CPD-16866	4-sulfoacetophenone	SULFONATES
CPD-16867	4-sulfophenyl acetate	SULFONATES
CPD-16868	4-sulfophenol	SULFONATES
CPD-16869	2-(4-sulfophenyl)decane	SULFONATES
CPD-16870	7,8-dihydroberberine	ALKALOID
CPD-16871	4-hydroxypropiophenone	Others
CPD-16873	(R)-mevalonate 3-phosphate	Others
CPD-16876	2-hydroxy-5-oxoproline	Organic-Acids
CPD-16876	2-hydroxy-5-oxoproline	Amino-Acids
CPD-16877	glutaramate	Organic-Acids
CPD-16878	1-butyl phosphate	Others
CPD-16879	4-O-acetyl-UDP-N-acetylglucosamine	Organonitrogen-Heterocyclic-Compounds
CPD-16879	4-O-acetyl-UDP-N-acetylglucosamine	Organonitrogen-Compounds
CPD-16879	4-O-acetyl-UDP-N-acetylglucosamine	Carbohydrates
CPD-16879	4-O-acetyl-UDP-N-acetylglucosamine	Nucleotides
CPD-16880	4-O-acetyl-N-acetylmannosamine	Others
CPD-16881	CMP-N-acetyl-7-O-acetyl-&beta;-neuraminate	Others
CPD-16883	&beta;-D-Gal-(1&rarr;3)-&alpha;-D-GalNAc-PP-Und	Carbohydrates
CPD-16883	&beta;-D-Gal-(1&rarr;3)-&alpha;-D-GalNAc-PP-Und	Glycolipids
CPD-16884	N-guanyl-1,7-diaminoheptane	Others
CPD-16885	2-amino-2-deoxy-mannitol-6-phosphate	Others
CPD-16886	2-amino-2-deoxy-D-mannitol	Others
CPD-16887	(2R,3R,4S,5S)1,3,4,5-tetrahydroxy-6-oxohexan-2-aminium	Aliphatic-aldehydes-or-ketones
CPD-16888	mannojirimycin	Others
CPD-16889	nojirimycin	Others
CPD-16891	1-deoxymannojirimycin	Others
CPD-16892	4-amino-1-butanol	Others
CPD-16893	6-amino-1-hexanol	Others
CPD-16894	17-hydroxyoleate	Organic-Acids
CPD-16898	aszonalenin	ALKALOID
CPD-16899	(R)-benzodiazepinedione	ALKALOID
CPD-16900	acetylaszonalenin	ALKALOID
CPD-16902	octadecane	Alkanes
CPD-16903	3&alpha;-hydroxy-3,5-dihydromonacolin L lactone	Others
CPD-16904	monacolin L lactone	Others
CPD-16905	monacolin L acid	Others
CPD-16906	3&alpha;-hydroxy-3,5-dihydromonacolin L acid	Others
CPD-16907	dihydromonacolin L acid	Others
CPD-16908	monacolin J acid	Others
CPD-16909	22-HDoHE	Organic-Acids
CPD-16909	22-HDoHE	Omega-Hydroxy-Me-Branched-Lipids
CPD-16911	2-hydroxy-5-methyl-1-naphthoate	Organic-Acids
CPD-16911	2-hydroxy-5-methyl-1-naphthoate	Aromatic-Acid
CPD-16912	(+)-neocarzinostatin chromophore	Others
CPD-16924	lovastatin acid	Others
CPD-16925	N4-aminopropylspermidine	Polyamines
CPD-16925	N4-aminopropylspermidine	Aliphatic-Amines
CPD-16927	pimara-8(14),15-diene	Terpenoids
CPD-16927	pimara-8(14),15-diene	Polyisoprenoids
CPD-16928	cembrene C	Terpenoids
CPD-16928	cembrene C	Polyisoprenoids
CPD-16929	(R)-nephthenol	Terpenoids
CPD-16929	(R)-nephthenol	Polyisoprenoids
CPD-16930	(R)-cembrene A	Terpenoids
CPD-16930	(R)-cembrene A	Polyisoprenoids
CPD-16931	(1S,4E,8E,12E)-2,2,5,9,13-pentamethylcyclopentadeca-4,8,12-trien-1-ol	Terpenoids
CPD-16931	(1S,4E,8E,12E)-2,2,5,9,13-pentamethylcyclopentadeca-4,8,12-trien-1-ol	Polyisoprenoids
CPD-16932	ECO-02301	Others
CPD-16933	&alpha;-D-allofuranose	Carbohydrates
CPD-16933	&alpha;-D-allofuranose	Aldehydes
CPD-16934	&beta;-D-allofuranose	Carbohydrates
CPD-16934	&beta;-D-allofuranose	Aldehydes
CPD-16935	2-amino-3-hydroxycyclopent-2-enone	LONG-CHAIN-KETONE
CPD-16936	2-aminocyclopentanedione	LONG-CHAIN-KETONE
CPD-16937	5-aminolevulinyl-CoA	Thioesters
CPD-16938	2,5-piperidinedione	LONG-CHAIN-KETONE
CPD-16939	(2E,4E,6E)-oct-2,4,6-trienoate	Organic-Acids
CPD-16941	2,4,6-octatrienyl-2-amino-3-hydroxycyclopent-2-enone	Others
CPD-16942	4-oxopentanoate	Organic-Acids
CPD-16943	(S)-2-methylbutanoate	Organic-Acids
CPD-16944	pravastatin lactone	Others
CPD-16945	pravastatin acid	Others
CPD-16946	huvastatin lactone	Others
CPD-16947	huvastatin acid	Others
CPD-16950	methyl-mercaptopropanoate	Others
CPD-16953	6-[1-hydroxyethyl]-7-methyl-7,8-dihydropterin	Organonitrogen-Heterocyclic-Compounds
CPD-16953	6-[1-hydroxyethyl]-7-methyl-7,8-dihydropterin	Organonitrogen-Compounds
CPD-16953	6-[1-hydroxyethyl]-7-methyl-7,8-dihydropterin	Organic-Heteropolycyclic-Compounds
CPD-16954	[1-(2-amino-7-methyl-4-oxo-7,8-dihydro-3H-pteridin-6-yl)]ethyl diphosphate	Organonitrogen-Heterocyclic-Compounds
CPD-16954	[1-(2-amino-7-methyl-4-oxo-7,8-dihydro-3H-pteridin-6-yl)]ethyl diphosphate	Organonitrogen-Compounds
CPD-16954	[1-(2-amino-7-methyl-4-oxo-7,8-dihydro-3H-pteridin-6-yl)]ethyl diphosphate	Organic-Heteropolycyclic-Compounds
CPD-16955	[1-(2-amino-7-methyl-4-oxo-7,8-dihydro-3H-pteridin-6-yl)]ethyl-4-(&beta;-D-ribofuranosyl)aminobenzene 5'-phosphate	Organonitrogen-Heterocyclic-Compounds
CPD-16955	[1-(2-amino-7-methyl-4-oxo-7,8-dihydro-3H-pteridin-6-yl)]ethyl-4-(&beta;-D-ribofuranosyl)aminobenzene 5'-phosphate	Organonitrogen-Compounds
CPD-16955	[1-(2-amino-7-methyl-4-oxo-7,8-dihydro-3H-pteridin-6-yl)]ethyl-4-(&beta;-D-ribofuranosyl)aminobenzene 5'-phosphate	Organic-Heteropolycyclic-Compounds
CPD-16956	terpendole E	Indoles
CPD-16957	7,8-H2pterin-6-ylmethyl-l-(4-aminophenyl)-1-deoxy-D-ribitol 5'-phosphate	Organonitrogen-Heterocyclic-Compounds
CPD-16957	7,8-H2pterin-6-ylmethyl-l-(4-aminophenyl)-1-deoxy-D-ribitol 5'-phosphate	Organonitrogen-Compounds
CPD-16957	7,8-H2pterin-6-ylmethyl-l-(4-aminophenyl)-1-deoxy-D-ribitol 5'-phosphate	Organic-Heteropolycyclic-Compounds
CPD-16958	7,8-H2pterin-6-ylmethyl-l-(4-aminophenyl)-1-deoxy-5-[1-&alpha; -D- ribofuranosyl 5-phosphate]-D-ribitol	Others
CPD-16960	5,10-methylene-tetrahydromethanopterin (iminium form)	Organonitrogen-Heterocyclic-Compounds
CPD-16960	5,10-methylene-tetrahydromethanopterin (iminium form)	Organonitrogen-Compounds
CPD-16960	5,10-methylene-tetrahydromethanopterin (iminium form)	All-Folates
CPD-16960	5,10-methylene-tetrahydromethanopterin (iminium form)	Organic-Heteropolycyclic-Compounds
CPD-16961	paspalicine	Indoles
CPD-16962	paspalinine	Indoles
CPD-16963	aflatrem	Indoles
CPD-16964	4-(&beta;-D-ribofuranosyl)hydroxybenzene 5'-phosphate	Others
CPD-16965	4-(&beta;-D-ribofuranosyl)-N-succinylaminobenzene 5'-phosphate	Others
CPD-16966	&beta;-aflatrem	Indoles
CPD-16967	3-farnesylindole	Indoles
CPD-16968	fumiquinazoline F	ALKALOID
CPD-16968	fumiquinazoline F	Indoles
CPD-16969	fumiquinazoline F-indoline-2',3'-diol	ALKALOID
CPD-16970	fumiquinazoline A	ALKALOID
CPD-16970	fumiquinazoline A	Indoles
CPD-16971	fumiquinazoline C	ALKALOID
CPD-16971	fumiquinazoline C	Indoles
CPD-16972	fumiquinazoline D	ALKALOID
CPD-16972	fumiquinazoline D	Indoles
CPD-16973	all-trans-geranylfarnesol	Polyisoprenoids
CPD-16974	2Z-geranylfarnesol	Polyisoprenoids
CPD-16975	cheilanthenediol	Terpenoids
CPD-16975	cheilanthenediol	Polyisoprenoids
CPD-16976	18-episcalar-16-ene-6&alpha;,19-diol	Terpenoids
CPD-16976	18-episcalar-16-ene-6&alpha;,19-diol	Polyisoprenoids
CPD-16977	17(E)-cheilanthenediol	Terpenoids
CPD-16977	17(E)-cheilanthenediol	Polyisoprenoids
CPD-16978	scalar-17(25)-en-19-ol	Terpenoids
CPD-16978	scalar-17(25)-en-19-ol	Polyisoprenoids
CPD-16979	scalarane-17&alpha;-19-diol	Terpenoids
CPD-16979	scalarane-17&alpha;-19-diol	Polyisoprenoids
CPD-16980	14&beta;H-scalarane-17&alpha;-19-diol	Terpenoids
CPD-16980	14&beta;H-scalarane-17&alpha;-19-diol	Polyisoprenoids
CPD-16981	18-episcalar-17(25)-en-19-ol	Terpenoids
CPD-16981	18-episcalar-17(25)-en-19-ol	Polyisoprenoids
CPD-16982	preluffariellolide A	Terpenoids
CPD-16982	preluffariellolide A	Polyisoprenoids
CPD-16983	sodium dodecyl sulfate	Organic-Salts
CPD-16984	ardeemin FQ	ALKALOID
CPD-16984	ardeemin FQ	Indoles
CPD-16985	ardeemin	ALKALOID
CPD-16985	ardeemin	Indoles
CPD-16986	5-N-acetylardeemin	ALKALOID
CPD-16987	a (3R,4E)-3-hydroxy-2-keto-alk-4-ene	Others
CPD-16988	(3R,4E)-3-hydroxyhex-4-en-2-one	Others
CPD-16989	(E)-3-penten-2-one	Unsaturated-carbonyl-compounds
CPD-16991	3-methyl-hexane-2,5-dione	Others
CPD-16992	prodigiosin	Organonitrogen-Heterocyclic-Compounds
CPD-16992	prodigiosin	Organonitrogen-Compounds
CPD-16993	norprodigiosin	Others
CPD-16994	(S)-3-acetyloctanal	Others
CPD-16995	(E)-non-3-en-2-one	Unsaturated-carbonyl-compounds
CPD-16996	(E)-dec-3-en-2-one	Unsaturated-carbonyl-compounds
CPD-16997	(E)-4-phenylbut-3-en-2-one	Unsaturated-carbonyl-compounds
CPD-16998	2-hydroxychalcone	Organic-Heteropolycyclic-Compounds
CPD-16998	2-hydroxychalcone	Unsaturated-carbonyl-compounds
CPD-16998	2-hydroxychalcone	Organic-aromatic-compounds
CPD-16998	2-hydroxychalcone	LONG-CHAIN-KETONE
CPD-16999	(S)-3-pentanylhexane-2,5-dione	4-Acetyl-2-keto-compounds
CPD-17	dihydrophloroglucinol	Others
CPD-170	stachyose	Carbohydrates
CPD-17000	(S)-3-hexanylhexane-2,5-dione	4-Acetyl-2-keto-compounds
CPD-17001	(R)-phenylhexane-2,5-dione	Others
CPD-17002	(R)-1,3-diphenyl-pentane-1,4-dione	Others
CPD-17003	3-(2-hydroxyphenyl)-1-phenylpentane-1,4-dione	Others
CPD-17004	diphthine	Organic-Acids
CPD-17004	diphthine	Amino-Acids
CPD-17005	diphthamide	Organic-Acids
CPD-17005	diphthamide	Amino-Acids
CPD-17006	D-xylose 5-phosphate	Others
CPD-17007	2-methyl-3-pentyl-1H-pyrrole	Others
CPD-17008	2-methyl-3-pentyl-4,5-dihydro-3H-pyrrole	Others
CPD-1701	L-bornesitol	Cyclic-Alcohols
CPD-17010	3-oxo-3-(1H-pyrrol-2-yl)propanoate	Others
CPD-17011	4-hydroxy-2,2'-bipyrrole-5-methanol	Organonitrogen-Heterocyclic-Compounds
CPD-17011	4-hydroxy-2,2'-bipyrrole-5-methanol	Organonitrogen-Compounds
CPD-17012	4-hydroxy-2,2'-bipyrrole-5-carbaldehyde	Organonitrogen-Heterocyclic-Compounds
CPD-17012	4-hydroxy-2,2'-bipyrrole-5-carbaldehyde	Organonitrogen-Compounds
CPD-17013	4-methoxy-2,2'-bipyrrole-5-carbaldehyde	Organonitrogen-Heterocyclic-Compounds
CPD-17013	4-methoxy-2,2'-bipyrrole-5-carbaldehyde	Organonitrogen-Compounds
CPD-17014	D-glycero-D-altro-octulose 8-phosphate	Carbohydrates
CPD-17015	aldehydo-octose 8-phosphate	Carbohydrates
CPD-17016	D-erythro-D-gluco-octose 8-phosphate	Carbohydrates
CPD-17017	D-erythro-D-gluco-octose &alpha;-1,8-bisphosphate	Carbohydrates
CPD-17018	D-erythro-&alpha;-D-gluco-octopyranose1-phosphate	Carbohydrates
CPD-17019	GDP-D-erythro-&alpha;-D-gluco-octose	Carbohydrates
CPD-17019	GDP-D-erythro-&alpha;-D-gluco-octose	GDP-SUGARS
CPD-17019	GDP-D-erythro-&alpha;-D-gluco-octose	Nucleotides
CPD-17021	asperlicin C	ALKALOID
CPD-17022	asperlicin D	ALKALOID
CPD-17023	asperlicin E	ALKALOID
CPD-17024	pyoluteorin	Chlorides
CPD-17025	undecylprodigiosin	Others
CPD-17026	2-undecylpyrrole	Others
CPD-17028	ovothiol	Thiols
CPD-17029	L-alanin-3-yl L-histidin-5-yl S-oxide	CPD-11434
CPD-17041	selenoneine	Organonitrogen-Heterocyclic-Compounds
CPD-17041	selenoneine	Organonitrogen-Compounds
CPD-17041	selenoneine	Organic-Acids
CPD-17041	selenoneine	Amino-Acids
CPD-17042	hercynylselenocysteine S-oxide	Amino-Acids
CPD-17042	hercynylselenocysteine S-oxide	Organonitrogen-Heterocyclic-Compounds
CPD-17042	hercynylselenocysteine S-oxide	CPD-11434
CPD-17042	hercynylselenocysteine S-oxide	Organic-Acids
CPD-17042	hercynylselenocysteine S-oxide	Organonitrogen-Compounds
CPD-17043	cyclo(L-phenylalanyl-L-seryl)	Toxins
CPD-17043	cyclo(L-phenylalanyl-L-seryl)	OLIGOPEPTIDES
CPD-17044	hercynylselenocysteine	Organonitrogen-Heterocyclic-Compounds
CPD-17044	hercynylselenocysteine	Organonitrogen-Compounds
CPD-17044	hercynylselenocysteine	Organic-Acids
CPD-17044	hercynylselenocysteine	Amino-Acids
CPD-17045	3-benzyl-3,6-dihydroxy-6-(hydroxymethyl)-diketopiperazine	Toxins
CPD-17046	3-benzyl-3,6 -bis(glutathione)- 6-(hydroxymethyl)-diketopiperazine	Toxins
CPD-17047	3-benzyl-3,6 -bis(cysteinylglycine)- 6-(hydroxymethyl)-diketopiperazine	Toxins
CPD-17048	3-benzyl-3,6 -bis(cysteinyl)- 6-(hydroxymethyl)-diketopiperazine	Toxins
CPD-17049	3-benzyl-3,6 -dithio-6-(hydroxymethyl)-diketopiperazine	Toxins
CPD-17050	3-benzyl-3,6 -disulfide-6-(hydroxymethyl)-diketopiperazine	Toxins
CPD-17051	N-desmethyl-gliotoxin	Toxins
CPD-17052	gliotoxin	Toxins
CPD-17053	bis(methylsulfanyl)gliotoxin	Toxins
CPD-17059	ferroheme d1	Heme-d1
CPD-17059	ferroheme d1	Organonitrogen-Heterocyclic-Compounds
CPD-17059	ferroheme d1	Organonitrogen-Compounds
CPD-17059	ferroheme d1	Porphyrins
CPD-17061	ferroheme c	Organonitrogen-Heterocyclic-Compounds
CPD-17061	ferroheme c	Organonitrogen-Compounds
CPD-17061	ferroheme c	Porphyrins
CPD-17063	ferroheme o	Organonitrogen-Heterocyclic-Compounds
CPD-17063	ferroheme o	Organonitrogen-Compounds
CPD-17063	ferroheme o	HEME_O
CPD-17063	ferroheme o	Porphyrins
CPD-17065	ferriheme c	Organonitrogen-Heterocyclic-Compounds
CPD-17065	ferriheme c	Organonitrogen-Compounds
CPD-17065	ferriheme c	Porphyrins
CPD-17066	ferriheme d1	Heme-d1
CPD-17066	ferriheme d1	Organonitrogen-Heterocyclic-Compounds
CPD-17066	ferriheme d1	Organonitrogen-Compounds
CPD-17066	ferriheme d1	Porphyrins
CPD-17067	ferriheme o	Organonitrogen-Heterocyclic-Compounds
CPD-17067	ferriheme o	Organonitrogen-Compounds
CPD-17067	ferriheme o	HEME_O
CPD-17067	ferriheme o	Porphyrins
CPD-17068	12,18-didecarboxysiroheme	Organonitrogen-Heterocyclic-Compounds
CPD-17068	12,18-didecarboxysiroheme	Organonitrogen-Compounds
CPD-17068	12,18-didecarboxysiroheme	Porphyrins
CPD-17069	pre-heme d1	Organonitrogen-Heterocyclic-Compounds
CPD-17069	pre-heme d1	Organonitrogen-Compounds
CPD-17069	pre-heme d1	Porphyrins
CPD-17070	Fe-coproporphyrin III	Organonitrogen-Heterocyclic-Compounds
CPD-17070	Fe-coproporphyrin III	Organonitrogen-Compounds
CPD-17070	Fe-coproporphyrin III	Porphyrins
CPD-17071	thiotimoline	Others
CPD-17072	cyclo-acetoacetyl-L-tryptophan	Toxins
CPD-17072	cyclo-acetoacetyl-L-tryptophan	Cyclic-Amides
CPD-17072	cyclo-acetoacetyl-L-tryptophan	ALKALOID
CPD-17072	cyclo-acetoacetyl-L-tryptophan	Gamma-Lactams
CPD-17074	(-)-microperfuranone	Lactones
CPD-17075	(-)-dehydrodiconiferyl alcohol	Organic-aromatic-compounds
CPD-17076	(-)-dehydrodiconiferyl aldehyde	Aldehydes
CPD-17076	(-)-dehydrodiconiferyl aldehyde	Aryl-Aldehyde
CPD-17077	(-)-dehydrodiconiferyl acid	Organic-Acids
CPD-17077	(-)-dehydrodiconiferyl acid	Aromatic-Acid
CPD-17078	(-)-dehydrodiconiferyl acid aldehyde	Others
CPD-17079	(-)-dehydrodiconiferyl acid carboxylate	Others
CPD-17080	4,2'-dihydroxy-3,3'-dimethoxy-5'-(2''-carboxyvinyl)stilbene	Others
CPD-17081	5-formylferulate	Organic-aromatic-compounds
CPD-17082	iron(III)-[N-(2,3-dihydroxybenzoyl)-L-serine] complex	Siderophore
CPD-17082	iron(III)-[N-(2,3-dihydroxybenzoyl)-L-serine] complex	Diols
CPD-17082	iron(III)-[N-(2,3-dihydroxybenzoyl)-L-serine] complex	Benzenediols
CPD-17083	(4R)-perillyl aldehyde	Others
CPD-17084	(R)-perillyl alcohol	Terpenoids
CPD-17084	(R)-perillyl alcohol	Cyclic-Alcohols
CPD-17084	(R)-perillyl alcohol	Polyisoprenoids
CPD-17085	(4R)-perillate	Organic-Acids
CPD-17085	(4R)-perillate	Aromatic-Acid
CPD-17086	1-16:1-2-16:1-phosphatidylethanolamine	Glycerolipids
CPD-17086	1-16:1-2-16:1-phosphatidylethanolamine	Phospholipids
CPD-17087	1,2-dimyristoyl-phosphatidyl-ethanolamine	Glycerolipids
CPD-17087	1,2-dimyristoyl-phosphatidyl-ethanolamine	Phospholipids
CPD-17088	1,2-dilauroyl-phosphatidyl-ethanolamine	Glycerolipids
CPD-17088	1,2-dilauroyl-phosphatidyl-ethanolamine	Phospholipids
CPD-17093	2-oxocyclopiazonate	Toxins
CPD-17093	2-oxocyclopiazonate	ALKALOID
CPD-17094	mercaptohistidine	Thiols
CPD-17095	iminoarginine	Organic-Acids
