pathway_id	pathway_name	category
PWY-5640	nitrobenzene degradation II	AROMATIC-COMPOUNDS-DEGRADATION
PWY-5641	2-nitrotoluene degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-5642	2,4-dinitrotoluene degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-5643	2,6-dinitrotoluene degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-5644	4-nitrotoluene degradation II	AROMATIC-COMPOUNDS-DEGRADATION
PWY-5645	4-chloronitrobenzene degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-5647	2-nitrobenzoate degradation I	AROMATIC-COMPOUNDS-DEGRADATION
PWY-5648	2-nitrobenzoate degradation II	AROMATIC-COMPOUNDS-DEGRADATION
PWY-5651	L-tryptophan degradation to 2-amino-3-carboxymuconate semialdehyde	Amino-Acid-Degradation
PWY-5652	2-amino-3-carboxymuconate semialdehyde degradation to glutaryl-CoA	CARBOXYLATES-DEG
PWY-5653	NAD biosynthesis from 2-amino-3-carboxymuconate semialdehyde	Cofactor-Biosynthesis
PWY-5654	2-amino-3-carboxymuconate semialdehyde degradation to 2-hydroxypentadienoate	CARBOXYLATES-DEG
PWY-5655	L-tryptophan degradation IX	Amino-Acid-Degradation
PWY-5656	mannosylglycerate biosynthesis I	Metabolic-Regulators
PWY-5658	mannosylglycerate biosynthesis II	Metabolic-Regulators
PWY-5659	GDP-mannose biosynthesis	Carbohydrates-Biosynthesis
PWY-5660	taxol biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5661	GDP-&alpha;-D-glucose biosynthesis	Carbohydrates-Biosynthesis
PWY-5662	glucosylglycerate biosynthesis I	Metabolic-Regulators
PWY-5663	erythro-tetrahydrobiopterin biosynthesis I	Cofactor-Biosynthesis
PWY-5665	vanillin biosynthesis I	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5666	&alpha;-solanine/&alpha;-chaconine biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5667	CDP-diacylglycerol biosynthesis I	Lipid-Biosynthesis
PWY-5668	cardiolipin biosynthesis I	Lipid-Biosynthesis
PWY-5669	phosphatidylserine and phosphatidylethanolamine biosynthesis I	Lipid-Biosynthesis
PWY-5670	epoxysqualene biosynthesis	Lipid-Biosynthesis
PWY-5670	epoxysqualene biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5672	ginsenosides biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5674	nitrate reduction IV (dissimilatory)	Noncarbon-Nutrients
PWY-5674	nitrate reduction IV (dissimilatory)	Respiration
PWY-5675	nitrate reduction V (assimilatory)	Noncarbon-Nutrients
PWY-5676	acetyl-CoA fermentation to butanoate	Fermentation
PWY-5677	succinate fermentation to butanoate	Fermentation
PWY-5679	clavulanate biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5686	UMP biosynthesis I	Nucleotide-Biosynthesis
PWY-5690	TCA cycle II (plants and fungi)	TCA-VARIANTS
PWY-5691	urate conversion to allantoin I	AROMATIC-COMPOUNDS-DEGRADATION
PWY-5692	allantoin degradation to glyoxylate II	AMINE-DEG
PWY-5694	allantoin degradation to glyoxylate I	AMINE-DEG
PWY-5695	inosine 5'-phosphate degradation	NUCLEO-DEG
PWY-5697	allantoin degradation to ureidoglycolate I (urea producing)	AMINE-DEG
PWY-5698	allantoin degradation to ureidoglycolate II (ammonia producing)	AMINE-DEG
PWY-5701	shikonin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5703	urea degradation I	AMINE-DEG
PWY-5704	urea degradation II	AMINE-DEG
PWY-5705	allantoin degradation to glyoxylate III	AMINE-DEG
PWY-5706	alliin metabolism	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5707	propanethial S-oxide biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5708	ethiin metabolism	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5710	capsaicin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5717	superpathway of formononetin derivative biosynthesis	Others
PWY-5723	Rubisco shunt	Others
PWY-5724	superpathway of atrazine degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-5725	farnesene biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5726	deethylsimazine degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-5727	atrazine degradation II	AROMATIC-COMPOUNDS-DEGRADATION
PWY-5729	vestitol and sativan biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5731	atrazine degradation III	AROMATIC-COMPOUNDS-DEGRADATION
PWY-5733	germacrene biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5736	isopropylamine degradation	AMINE-DEG
PWY-5737	(5R)-carbapenem carboxylate biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5738	GDP-6-deoxy-D-talose biosynthesis	Carbohydrates-Biosynthesis
PWY-5739	GDP-D-perosamine biosynthesis	Carbohydrates-Biosynthesis
PWY-5740	GDP-L-colitose biosynthesis	Carbohydrates-Biosynthesis
PWY-5741	ethylmalonyl-CoA pathway	Others
PWY-5742	L-arginine degradation IX (arginine:pyruvate transaminase pathway)	Amino-Acid-Degradation
PWY-5743	3-hydroxypropanoate cycle	C1-COMPOUNDS
PWY-5744	glyoxylate assimilation	C1-COMPOUNDS
PWY-5744	glyoxylate assimilation	Other-Degradation
PWY-5747	2-methylcitrate cycle II	CARBOXYLATES-DEG
PWY-5748	&gamma;-coniciene and coniine biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5749	itaconate degradation	CARBOXYLATES-DEG
PWY-5750	itaconate biosynthesis I	Carbohydrates-Biosynthesis
PWY-5751	phenylethanol biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5751	phenylethanol biosynthesis	AROMATIC-COMPOUNDS-BIOSYN
PWY-5752	piperine biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5754	4-hydroxybenzoate biosynthesis I (eukaryotes)	AROMATIC-COMPOUNDS-BIOSYN
PWY-5755	4-hydroxybenzoate biosynthesis II (bacteria)	AROMATIC-COMPOUNDS-BIOSYN
PWY-5756	saponin biosynthesis II	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5757	fosfomycin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5759	saponin biosynthesis III	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5760	&beta;-alanine biosynthesis IV	Amino-Acid-Biosynthesis
PWY-5765	1,3,5-trimethoxybenzene biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5765	1,3,5-trimethoxybenzene biosynthesis	AROMATIC-COMPOUNDS-BIOSYN
PWY-5766	L-glutamate degradation X	Amino-Acid-Degradation
PWY-5768	pyruvate fermentation to acetate VIII	CARBOXYLATES-DEG
PWY-5770	phenazine-1-carboxylate biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5773	gossypol biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5774	saponin biosynthesis IV	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5775	rotenoid biosynthesis I	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5776	2-hydroxyphenazine biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5780	hypericin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5782	2-keto-L-gulonate biosynthesis	Carbohydrates-Biosynthesis
PWY-5783	octaprenyl diphosphate biosynthesis	Polyprenyl-Biosynthesis
PWY-5784	indole-3-acetate inactivation VIII	Inactivation
PWY-5785	di-trans,poly-cis-undecaprenyl phosphate biosynthesis	Cofactor-Biosynthesis
PWY-5785	di-trans,poly-cis-undecaprenyl phosphate biosynthesis	Polyprenyl-Biosynthesis
PWY-5787	oligomeric urushiol biosynthesis	AROMATIC-COMPOUNDS-BIOSYN
PWY-5788	indole-3-acetate inactivation V	Inactivation
PWY-5789	3-hydroxypropanoate/4-hydroxybutanate cycle	C1-COMPOUNDS
PWY-5793	maysin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5794	malonate degradation I (biotin-independent)	CARBOXYLATES-DEG
PWY-5795	juglone biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5796	malonate decarboxylase activation	Cofactor-Biosynthesis
PWY-5797	indole-3-acetate inactivation VI	Inactivation
PWY-5800	xylan biosynthesis	Cell-Structure-Biosynthesis
PWY-5801	lawsone biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5802	alizarin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5805	nonaprenyl diphosphate biosynthesis I	Polyprenyl-Biosynthesis
PWY-5806	all-trans-decaprenyl diphosphate biosynthesis	Polyprenyl-Biosynthesis
PWY-5807	heptaprenyl diphosphate biosynthesis	Polyprenyl-Biosynthesis
PWY-5808	hyperforin and adhyperforin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-581	indole-3-acetate biosynthesis II	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5811	indole-3-acetate inactivation VII	Inactivation
PWY-5813	bornyl diphosphate biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5815	rubber biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5816	all trans undecaprenyl diphosphate biosynthesis	Polyprenyl-Biosynthesis
PWY-5817	dodecaprenyl diphosphate biosynthesis	Polyprenyl-Biosynthesis
PWY-5818	validamycin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5821	dalcochinin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5822	trichloroethene degradation	CHLORINATED-COMPOUNDS-DEG
PWY-5823	superpathway of CDP-glucose-derived O-antigen building blocks biosynthesis	Carbohydrates-Biosynthesis
PWY-5825	dalpatein and dalnigrein biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5826	hypoglycin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5827	heliocides biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5828	lacinilene C biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5829	geraniol and geranial biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5830	CDP-ascarylose biosynthesis	Carbohydrates-Biosynthesis
PWY-5831	CDP-abequose biosynthesis	Carbohydrates-Biosynthesis
PWY-5832	CDP-paratose biosynthesis	Carbohydrates-Biosynthesis
PWY-5833	CDP-4-dehydro-3,6-dideoxy-D-glucose biosynthesis	Carbohydrates-Biosynthesis
PWY-5834	CDP-tyvelose biosynthesis	Carbohydrates-Biosynthesis
PWY-5835	geranyl acetate biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5835	geranyl acetate biosynthesis	Interconversion
PWY-5837	2-carboxy-1,4-naphthoquinol biosynthesis	Cofactor-Biosynthesis
PWY-5838	superpathway of menaquinol-8 biosynthesis I	Cofactor-Biosynthesis
PWY-5839	menaquinol-7 biosynthesis	Cofactor-Biosynthesis
PWY-5840	superpathway of menaquinol-7 biosynthesis	Cofactor-Biosynthesis
PWY-5843	cocaine biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5844	menaquinol-9 biosynthesis	Cofactor-Biosynthesis
PWY-5845	superpathway of menaquinol-9 biosynthesis	Cofactor-Biosynthesis
PWY-5846	colchicine biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5848	cinchona alkaloids biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5849	menaquinol-6 biosynthesis	Cofactor-Biosynthesis
PWY-5850	superpathway of menaquinol-6 biosynthesis	Cofactor-Biosynthesis
PWY-5851	demethylmenaquinol-9 biosynthesis	Cofactor-Biosynthesis
PWY-5852	demethylmenaquinol-8 biosynthesis I	Cofactor-Biosynthesis
PWY-5853	demethylmenaquinol-6 biosynthesis I	Cofactor-Biosynthesis
PWY-5855	ubiquinol-7 biosynthesis (early decarboxylation)	Cofactor-Biosynthesis
PWY-5856	ubiquinol-9 biosynthesis (early decarboxylation)	Cofactor-Biosynthesis
PWY-5857	ubiquinol-10 biosynthesis (early decarboxylation)	Cofactor-Biosynthesis
PWY-5859	eugenol and isoeugenol biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5860	superpathway of demethylmenaquinol-6 biosynthesis I	Cofactor-Biosynthesis
PWY-5861	superpathway of demethylmenaquinol-8 biosynthesis I	Cofactor-Biosynthesis
PWY-5862	superpathway of demethylmenaquinol-9 biosynthesis	Cofactor-Biosynthesis
PWY-5863	superpathway of phylloquinol biosynthesis	Cofactor-Biosynthesis
PWY-5864	superpathway of plastoquinol biosynthesis	Cofactor-Biosynthesis
PWY-5867	t-anethole biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5870	ubiquinol-8 biosynthesis (late decarboxylation)	Cofactor-Biosynthesis
PWY-5871	ubiquinol-9 biosynthesis (late decarboxylation)	Cofactor-Biosynthesis
PWY-5872	ubiquinol-10 biosynthesis (late decarboxylation)	Cofactor-Biosynthesis
PWY-5873	ubiquinol-7 biosynthesis (late decarboxylation)	Cofactor-Biosynthesis
PWY-5874	heme degradation I	COFACTOR-DEGRADATION
PWY-5875	staphyloxanthin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5876	magnoflorine biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5877	beta-carboline biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5882	epoxypseudoisoeugenol-2-methylbutanoate biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5883	ephedrine biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5884	wax esters biosynthesis I	Lipid-Biosynthesis
PWY-5885	wax esters biosynthesis II	Lipid-Biosynthesis
PWY-5886	3-(4-hydroxyphenyl)pyruvate biosynthesis	AROMATIC-COMPOUNDS-BIOSYN
PWY-5887	albaflavenone biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5888	rhodoquinone-10 biosynthesis	Cofactor-Biosynthesis
PWY-5889	rhodoquinone-9 biosynthesis	Cofactor-Biosynthesis
PWY-5890	menaquinol-10 biosynthesis	Cofactor-Biosynthesis
PWY-5891	menaquinol-11 biosynthesis	Cofactor-Biosynthesis
PWY-5892	menaquinol-12 biosynthesis	Cofactor-Biosynthesis
PWY-5893	tridecaprenyl diphosphate biosynthesis	Polyprenyl-Biosynthesis
PWY-5895	menaquinol-13 biosynthesis	Cofactor-Biosynthesis
PWY-5896	superpathway of menaquinol-10 biosynthesis	Cofactor-Biosynthesis
PWY-5897	superpathway of menaquinol-11 biosynthesis	Cofactor-Biosynthesis
PWY-5898	superpathway of menaquinol-12 biosynthesis	Cofactor-Biosynthesis
PWY-5899	superpathway of menaquinol-13 biosynthesis	Cofactor-Biosynthesis
PWY-5901	2,3-dihydroxybenzoate biosynthesis	AROMATIC-COMPOUNDS-BIOSYN
PWY-5903	bacillibactin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5905	hypusine biosynthesis	Amino-Acid-Biosynthesis
PWY-5907	homospermidine biosynthesis I	Polyamine-Biosynthesis
PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	Polyprenyl-Biosynthesis
PWY-5912	2'-deoxymugineic acid phytosiderophore biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5913	partial TCA cycle (obligate autotrophs)	TCA-VARIANTS
PWY-5915	phycoerythrobilin biosynthesis I	Tetrapyrrole-Biosynthesis
PWY-5917	phycocyanobilin biosynthesis	Tetrapyrrole-Biosynthesis
PWY-5918	superpathway of heme b biosynthesis from glutamate	Cofactor-Biosynthesis
PWY-5920	superpathway of heme b biosynthesis from glycine	Cofactor-Biosynthesis
PWY-5921	glutaminyl-tRNAgln biosynthesis via transamidation	Aminoacyl-tRNAs-Charging
PWY-5922	(4R)-carveol and (4R)-dihydrocarveol degradation	SECONDARY-METABOLITE-DEGRADATION
PWY-5923	limonene degradation I (D-limonene)	SECONDARY-METABOLITE-DEGRADATION
PWY-5924	limonene degradation II (L-limonene)	SECONDARY-METABOLITE-DEGRADATION
PWY-5925	hydroxylated mugineic acid phytosiderophore biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5926	afrormosin conjugates interconversion	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5926	afrormosin conjugates interconversion	Interconversion
PWY-5927	(4S)-carveol and (4S)-dihydrocarveol degradation	SECONDARY-METABOLITE-DEGRADATION
PWY-5928	(4R)-carvone biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5929	puromycin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5930	terpentecin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5934	iron reduction and absorption	Noncarbon-Nutrients
PWY-5935	1-tuberculosinyladenosine biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5936	xyloglucan biosynthesis	Carbohydrates-Biosynthesis
PWY-5938	pyruvate fermentation to (R)-acetoin I	Fermentation
PWY-5939	pyruvate fermentation to (R)-acetoin II	Fermentation
PWY-5940	streptomycin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5941	glycogen degradation II	Carbohydrates-Degradation
PWY-5941	glycogen degradation II	Glycan-Degradation
PWY-5942	trans-lycopene biosynthesis I	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5943	&beta;-carotene biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5944	zeaxanthin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5945	violaxanthin, antheraxanthin and zeaxanthin interconversion	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5945	violaxanthin, antheraxanthin and zeaxanthin interconversion	Interconversion
PWY-5946	&alpha;-carotene biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5947	lutein biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5950	geosmin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5951	(R,R)-butanediol biosynthesis	Other-biosynthesis
PWY-5954	(1'S,5'S)-averufin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5955	versicolorin B biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5956	sterigmatocystin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5957	L-nicotianamine biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5957	L-nicotianamine biosynthesis	Amino-Acid-Biosynthesis
PWY-5958	acridone alkaloid biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5959	aflatoxins B1 and G1 biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5960	aflatoxins B2 and G2 biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5961	superpathway of aflatoxin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5963	molybdenum cofactor sulfulylation (eukaryotes)	Cofactor-Biosynthesis
PWY-5964	guanylyl molybdenum cofactor biosynthesis	Cofactor-Biosynthesis
PWY-5966-1	fatty acid biosynthesis initiation (type I)	Lipid-Biosynthesis
PWY-5967	lupinate biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5968	cinnamate esters biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5971	palmitate biosynthesis II (type II fatty acid synthase)	Lipid-Biosynthesis
PWY-5972	stearate biosynthesis I (animals)	Lipid-Biosynthesis
PWY-5973	cis-vaccenate biosynthesis	Lipid-Biosynthesis
PWY-5975	furaneol and mesifurane biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5976	dhurrin degradation	SECONDARY-METABOLITE-DEGRADATION
PWY-5978	kanosamine biosynthesis I	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5979	3-amino-5-hydroxybenzoate biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5980	xylogalacturonan biosynthesis	Carbohydrates-Biosynthesis
PWY-5980	xylogalacturonan biosynthesis	Cell-Structure-Biosynthesis
PWY-5981	CDP-diacylglycerol biosynthesis III	Lipid-Biosynthesis
PWY-5982	sulfoacetaldehyde degradation II	Noncarbon-Nutrients
PWY-5983	trehalose biosynthesis VI	Carbohydrates-Biosynthesis
PWY-5984	rifamycin B biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5985	trehalose biosynthesis VII	Carbohydrates-Biosynthesis
PWY-5987	sorgoleone biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5989	stearate biosynthesis II (bacteria and plants)	Lipid-Biosynthesis
PWY-5990	lotaustralin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5991	superpathway of linamarin and lotaustralin biosynthesis	Others
PWY-5992	thalianol and derivatives biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5993	superpathway of rifamycin B biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5994	palmitate biosynthesis I (type I fatty acid synthase)	Lipid-Biosynthesis
PWY-5995	linoleate biosynthesis I (plants)	Lipid-Biosynthesis
PWY-5996	oleate biosynthesis II (animals and fungi)	Lipid-Biosynthesis
PWY-5997	&alpha;-linolenate biosynthesis I (plants and red algae)	Lipid-Biosynthesis
PWY-5998	&gamma;-linolenate biosynthesis I (plants)	Lipid-Biosynthesis
PWY-6	GDP-L-fucose biosynthesis II (from L-fucose)	Carbohydrates-Biosynthesis
PWY-6000	&gamma;-linolenate biosynthesis II (animals)	Lipid-Biosynthesis
PWY-6001	linoleate biosynthesis II (animals)	Lipid-Biosynthesis
PWY-6002	lotaustralin degradation	SECONDARY-METABOLITE-DEGRADATION
PWY-6003	gramicidin S biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6004	glycine betaine biosynthesis V (from glycine)	Polyamine-Biosynthesis
PWY-6005	marneral biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6007	(3E)-4,8-dimethylnona-1,3,7-triene biosynthesis II	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6008	baruol biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-601	glucosinolate biosynthesis from tryptophan	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6010	apigenin glycosides biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6011	amygdalin and prunasin degradation	SECONDARY-METABOLITE-DEGRADATION
PWY-6012	acyl carrier protein metabolism	Protein-Modification
PWY-6012-1	acyl carrier protein activation	Protein-Modification
PWY-6013	crepenynate biosynthesis	Lipid-Biosynthesis
PWY-6014	vernolate biosynthesis I	Lipid-Biosynthesis
PWY-6015	vitexin and derivatives biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6019	pseudouridine degradation	NUCLEO-DEG
PWY-6021	nitrilotriacetate degradation	CARBOXYLATES-DEG
PWY-6024	isovitexin glycosides biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6027	capsiconiate biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6028	acetoin degradation	Carbohydrates-Degradation
PWY-6029	2,3-trans-flavanols biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6030	serotonin and melatonin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6032	digitoxigenin biosynthesis	Lipid-Biosynthesis
PWY-6035	2,3-cis-flavanols biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6036	cardenolide glucosides biosynthesis	Lipid-Biosynthesis
PWY-6036	cardenolide glucosides biosynthesis	Other-biosynthesis
PWY-6038	citrate degradation	CARBOXYLATES-DEG
PWY-6039	chlorogenic acid biosynthesis I	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6040	chlorogenic acid biosynthesis II	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6041	4-sulfocatechol degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-6043	ethanedisulfonate degradation	Noncarbon-Nutrients
PWY-6044	methanesulfonate degradation	Noncarbon-Nutrients
PWY-6045	methylthiopropanonate degradation II (demethylation)	Noncarbon-Nutrients
PWY-6046	dimethylsulfoniopropanoate degradation I (cleavage)	Noncarbon-Nutrients
PWY-6047	dimethyl sulfide degradation I	Noncarbon-Nutrients
PWY-6048	methylthiopropanoate degradation I (cleavage)	Noncarbon-Nutrients
PWY-6049	superpathway of dimethylsulfoniopropanoate degradation	Noncarbon-Nutrients
PWY-6050	dimethyl sulfoxide degradation	Noncarbon-Nutrients
PWY-6051	2,4,6-trinitrotoluene degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-6052	dimethylsulfoniopropanoate degradation III (demethylation)	Noncarbon-Nutrients
PWY-6053	dimethylsulfoniopropanoate biosynthesis III (algae and phytoplankton)	Metabolic-Regulators
PWY-6054	dimethylsulfoniopropanoate biosynthesis I (Wollastonia)	Metabolic-Regulators
PWY-6055	dimethylsulfoniopropanoate biosynthesis II (Spartina)	Metabolic-Regulators
PWY-6056	dimethylsulfoniopropanoate degradation II (cleavage)	Noncarbon-Nutrients
PWY-6057	dimethylsulfide to cytochrome c2 electron transfer	Noncarbon-Nutrients
PWY-6057	dimethylsulfide to cytochrome c2 electron transfer	Electron-Transfer
PWY-6058	dimethyl sulfone degradation	Noncarbon-Nutrients
PWY-6059	dimethyl sulfide degradation II (oxidation)	Noncarbon-Nutrients
PWY-6060	malonate degradation II (biotin-dependent)	CARBOXYLATES-DEG
PWY-6061	bile acid biosynthesis, neutral pathway	Lipid-Biosynthesis
PWY-6064	methylquercetin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6068	indican biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6069	indigo biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6071	superpathway of phenylethylamine degradation	AMINE-DEG
PWY-6071	superpathway of phenylethylamine degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-6072	superpathway of dimethylsulfone degradation	Noncarbon-Nutrients
PWY-6073	alginate biosynthesis I (algal)	Carbohydrates-Biosynthesis
PWY-6074	zymosterol biosynthesis	Lipid-Biosynthesis
PWY-6075	ergosterol biosynthesis I	Lipid-Biosynthesis
PWY-6076	vitamin D3 biosynthesis	Cofactor-Biosynthesis
PWY-6076	vitamin D3 biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6077	anthranilate degradation II (aerobic)	AROMATIC-COMPOUNDS-DEGRADATION
PWY-6079	anthranilate degradation I (aerobic)	AROMATIC-COMPOUNDS-DEGRADATION
PWY-6080	4-ethylphenol degradation (anaerobic)	AROMATIC-COMPOUNDS-DEGRADATION
PWY-6081	1,3-dichlorobenzene degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-6082	alginate biosynthesis II (bacterial)	Carbohydrates-Biosynthesis
PWY-6083	chlorobenzene degradation	AROMATIC-COMPOUNDS-DEGRADATION
